 ### Cluster ###
      0.109553          0.973443          -1.14473          0.995012          0.498754E-02      -55.0020    
     -0.150550          0.976816          -1.14473          0.990050          0.496266E-02      -53.8142    
      0.204985          0.957662          -1.14473          0.985112          0.493791E-02      -50.2075    
      0.246895         -0.967891          -1.14473          0.980199          0.491328E-02      -50.0437    
      0.139202          0.925191          -1.14473          0.975310          0.488878E-02      -49.3077    
     -0.142642          0.923616          -1.14473          0.970445          0.486439E-02      -49.0386    
      0.145425         -0.914101          -1.14473          0.965605          0.484013E-02      -48.0652    
      0.712384E-01      0.874978          -1.14473          0.960789          0.481599E-02      -47.4703    
      0.128276         -0.888512          -1.14473          0.955997          0.479197E-02      -46.3816    
     -0.360494E-01      0.825257          -1.14473          0.951229          0.476807E-02      -44.7882    
     -0.354621         -0.929037          -1.14473          0.946485          0.474429E-02      -44.2123    
      0.123326          0.861402          -1.14473          0.941764          0.472063E-02      -44.1948    
     -0.289133         -0.915711          -1.14473          0.937067          0.469709E-02      -44.1495    
     -0.421844E-02      0.787377          -1.14473          0.932394          0.467366E-02      -42.7838    
      0.786392E-01      0.820449          -1.14473          0.927743          0.465035E-02      -42.5337    
      0.544157E-02     -0.776541          -1.14473          0.923116          0.462715E-02      -41.9226    
     -0.152297         -0.834289          -1.14473          0.918512          0.460408E-02      -40.8468    
      0.189656E-01     -0.755082          -1.14473          0.913931          0.458111E-02      -39.9373    
     -0.875729E-01      0.788912          -1.14473          0.909373          0.455826E-02      -39.6238    
      0.452938          0.888034          -1.14473          0.904837          0.453553E-02      -39.5410    
      0.453931         -0.871771          -1.14473          0.900324          0.451291E-02      -38.1053    
      0.776272E-01     -0.757738          -1.14473          0.895834          0.449040E-02      -37.6278    
      0.407363          0.860517          -1.14473          0.891366          0.446800E-02      -37.4536    
     -0.376492         -0.855429          -1.14473          0.886920          0.444572E-02      -37.3506    
     -0.412642         -0.859602          -1.14473          0.882497          0.442355E-02      -37.3274    
     -0.497991         -0.829602          -1.14473          0.878095          0.440148E-02      -34.4122    
     -0.379075         -0.819482          -1.14473          0.873716          0.437953E-02      -34.3087    
     -0.149092          0.742754          -1.14473          0.869358          0.435769E-02      -33.7410    
     -0.792685E-02      0.657590          -1.14473          0.865022          0.433596E-02      -33.3547    
     -0.199318         -0.757520          -1.14473          0.860708          0.431433E-02      -33.2123    
      0.481894         -0.812015          -1.14473          0.856415          0.429281E-02      -32.9848    
      0.585113          0.806773          -1.14473          0.852143          0.427140E-02      -32.9063    
      0.156493         -0.733129          -1.14473          0.847893          0.425010E-02      -32.7738    
     -0.610080E-01      0.673034          -1.14473          0.843664          0.422890E-02      -32.2822    
      0.181694E-01      0.644741          -1.14473          0.839457          0.420781E-02      -32.2420    
      0.126719         -0.710175          -1.14473          0.835270          0.418682E-02      -32.1844    
      0.184086         -0.731055          -1.14473          0.831104          0.416594E-02      -31.7121    
      0.800458E-01      0.670097          -1.14473          0.826959          0.414516E-02      -31.2692    
      0.467695          0.782505          -1.14473          0.822834          0.412449E-02      -30.6679    
     -0.632003          0.768741          -1.14473          0.818730          0.410392E-02      -30.4194    
      0.270050          0.742734          -1.14473          0.814647          0.408345E-02      -30.2265    
      0.644190E-01     -0.640344          -1.14473          0.810584          0.406308E-02      -29.9870    
      0.383063         -0.753673          -1.14473          0.806541          0.404282E-02      -29.0849    
      0.208686          0.698471          -1.14473          0.802518          0.402265E-02      -28.6363    
     -0.569975          0.751227          -1.14473          0.798516          0.400259E-02      -28.4620    
     -0.155691E-01      0.578019          -1.14473          0.794533          0.398263E-02      -28.2477    
      0.549547         -0.749495          -1.14473          0.790570          0.396276E-02      -28.2099    
      0.900601E-01      0.628478          -1.14473          0.786627          0.394300E-02      -28.1516    
      0.579117          0.743753          -1.14473          0.782704          0.392333E-02      -27.9714    
     -0.369303         -0.733930          -1.14473          0.778800          0.390377E-02      -27.7868    
