 ### Cluster ###
     -0.964955         -0.195223E-01      -1.14473          0.995012          0.498754E-02      -33.9375    
      0.358226         -0.919352          -1.14473          0.990050          0.496266E-02      -30.3232    
      0.631601          0.766649          -1.14473          0.985112          0.493791E-02      -30.2534    
      0.454808         -0.780350          -1.14473          0.980199          0.491328E-02      -30.0037    
      0.359678         -0.904545          -1.14473          0.975310          0.488878E-02      -29.7025    
      0.422106          0.763396          -1.14473          0.970445          0.486439E-02      -27.8232    
     -0.897147          0.729704E-01      -1.14473          0.965605          0.484013E-02      -27.4197    
      0.333112         -0.887966          -1.14473          0.960789          0.481599E-02      -27.3501    
     -0.912895          0.106646          -1.14473          0.955997          0.479197E-02      -27.2972    
     -0.963140         -0.244974          -1.14473          0.951229          0.476807E-02      -27.1963    
     -0.947330         -0.208601          -1.14473          0.946485          0.474429E-02      -26.8315    
      0.378785         -0.789017          -1.14473          0.941764          0.472063E-02      -26.1023    
      0.213958          0.965758          -1.14473          0.937067          0.469709E-02      -24.9537    
      0.423811          0.705633          -1.14473          0.932394          0.467366E-02      -24.9300    
      0.654249         -0.685742          -1.14473          0.927743          0.465035E-02      -24.7017    
     -0.931315          0.286393          -1.14473          0.923116          0.462715E-02      -24.2844    
      0.683641         -0.669795          -1.14473          0.918512          0.460408E-02      -24.1174    
      0.390570          0.709185          -1.14473          0.913931          0.458111E-02      -24.1127    
      0.197316         -0.923660          -1.14473          0.909373          0.455826E-02      -22.0413    
      0.334969          0.744674          -1.14473          0.904837          0.453553E-02      -21.9652    
     -0.779385         -0.425111E-01      -1.14473          0.900324          0.451291E-02      -21.6121    
      0.378381         -0.652781          -1.14473          0.895834          0.449040E-02      -21.4071    
      0.603070         -0.636887          -1.14473          0.891366          0.446800E-02      -20.8124    
      0.330270         -0.713949          -1.14473          0.886920          0.444572E-02      -20.7798    
      0.250100         -0.830608          -1.14473          0.882497          0.442355E-02      -20.4091    
      0.707997         -0.599725          -1.14473          0.878095          0.440148E-02      -20.1466    
     -0.776101          0.833861E-01      -1.14473          0.873716          0.437953E-02      -19.9503    
      0.721750         -0.588711          -1.14473          0.869358          0.435769E-02      -19.7877    
      0.333585         -0.663654          -1.14473          0.865022          0.433596E-02      -19.6644    
      0.325960          0.667414          -1.14473          0.860708          0.431433E-02      -19.3221    
      0.284778         -0.741434          -1.14473          0.856415          0.429281E-02      -19.0555    
      0.770729         -0.554084          -1.14473          0.852143          0.427140E-02      -19.0152    
